Start Time,Stop Time,Start Station Name,End Station Name,Bike ID,User Type,Gender,Birth Year
9/22/15 18:32,9/22/15 19:01,Newport PATH,Paulus Hook,24505,Subscriber,1,1979
9/22/15 18:33,9/22/15 19:03,Newport Pkwy,Newport PATH,24650,Subscriber,1,1977
9/22/15 18:33,9/22/15 18:40,Grove St PATH,Brunswick St,24557,Subscriber,1,1984
9/22/15 18:34,9/22/15 18:39,Hilltop,Oakland Ave,24667,Subscriber,1,1979
9/22/15 18:39,9/22/15 18:42,Sip Ave,McGinley Square,24555,Subscriber,1,1972
9/22/15 18:39,9/22/15 18:42,City Hall,JC Medical Center,24719,Subscriber,1,1985
9/22/15 18:40,9/22/15 18:42,Exchange Place,Essex Light Rail,24710,Subscriber,1,1982
9/22/15 18:40,9/22/15 19:03,Liberty Light Rail,Liberty Light Rail,24693,Customer,0,
9/22/15 18:40,9/22/15 18:48,City Hall,Liberty Light Rail,24687,Subscriber,1,1983
9/22/15 18:41,9/22/15 18:51,Paulus Hook,Liberty Light Rail,24442,Customer,0,
9/22/15 18:43,9/22/15 18:51,Hamilton Park,Newport PATH,24521,Subscriber,1,1970
9/22/15 18:43,9/22/15 18:54,Sip Ave,Riverview Park,24619,Subscriber,1,1964
9/22/15 18:43,9/22/15 18:48,Sip Ave,Dey St,24628,Subscriber,1,1973
9/22/15 18:43,9/22/15 18:50,Hamilton Park,Grove St PATH,24516,Subscriber,2,1990
9/22/15 18:44,9/22/15 18:52,Grove St PATH,Essex Light Rail,24713,Subscriber,2,1985
9/22/15 18:45,9/22/15 18:49,Grove St PATH,Brunswick St,24559,Subscriber,1,1981
9/22/15 18:48,9/22/15 18:52,Grove St PATH,Essex Light Rail,24602,Subscriber,1,1979
9/22/15 18:48,9/22/15 18:57,Hamilton Park,Grove St PATH,24500,Subscriber,1,1983
9/22/15 18:49,9/22/15 18:54,Warren St,Paulus Hook,24520,Subscriber,1,1966
9/22/15 18:50,9/22/15 19:27,Grove St PATH,Grove St PATH,24609,Subscriber,1,1985
9/22/15 18:50,9/22/15 19:13,Paulus Hook,Lincoln Park,24529,Customer,0,
9/22/15 18:52,9/22/15 19:01,Newport Pkwy,Hamilton Park,24698,Subscriber,1,1988
9/22/15 18:52,9/22/15 18:59,Grove St PATH,Hamilton Park,24516,Subscriber,1,1988
9/22/15 18:53,9/22/15 18:56,Van Vorst Park,Newark Ave,24680,Subscriber,2,1975
9/22/15 18:54,9/22/15 19:26,5 Corners Library,5 Corners Library,24675,Subscriber,1,1985
9/22/15 18:54,9/22/15 19:13,Hamilton Park,Van Vorst Park,24387,Customer,0,
9/22/15 18:55,9/22/15 19:13,Hamilton Park,Van Vorst Park,24471,Customer,0,
9/22/15 18:55,9/22/15 19:04,Baldwin at Montgomery,Van Vorst Park,24708,Customer,0,
9/22/15 18:55,9/22/15 19:09,Baldwin at Montgomery,City Hall,24485,Subscriber,2,1996
9/22/15 18:56,9/22/15 19:02,Grove St PATH,JC Medical Center,24643,Subscriber,1,1987
9/22/15 18:56,9/22/15 19:23,JC Medical Center,Grove St PATH,24519,Subscriber,2,1962
9/22/15 18:57,9/22/15 19:06,Essex Light Rail,Warren St,24602,Subscriber,2,1989
9/22/15 18:58,9/22/15 19:07,Sip Ave,Lincoln Park,24397,Subscriber,2,1959
9/22/15 19:00,9/22/15 19:09,Warren St,Newark Ave,24448,Subscriber,1,1982
9/22/15 19:01,9/22/15 19:10,5 Corners Library,Van Vorst Park,24647,Subscriber,1,1991
9/22/15 19:01,9/22/15 19:18,Brunswick St,Grove St PATH,24557,Customer,0,
9/22/15 19:01,9/22/15 19:09,Grove St PATH,Hamilton Park,24434,Subscriber,2,1982
9/22/15 19:02,9/22/15 19:16,Newport Pkwy,Newport Pkwy,24504,Subscriber,1,1991
9/22/15 19:03,9/22/15 19:25,Riverview Park,Christ Hospital,24496,Customer,0,
9/22/15 19:03,9/22/15 20:38,Riverview Park,Christ Hospital,24619,Customer,0,
9/22/15 19:03,9/22/15 19:25,Exchange Place,City Hall,24435,Subscriber,1,1982
9/22/15 19:06,9/22/15 19:09,Van Vorst Park,City Hall,24678,Customer,0,
9/22/15 19:07,9/22/15 19:16,Grove St PATH,Newark Ave,24500,Subscriber,1,1975
9/22/15 19:07,9/22/15 19:11,Paulus Hook,Grove St PATH,24520,Customer,0,
9/22/15 19:07,9/22/15 19:16,Exchange Place,Warren St,24402,Subscriber,1,1979
9/22/15 19:07,9/22/15 19:15,Riverview Park,Christ Hospital,24446,Subscriber,1,1964
9/22/15 19:07,9/22/15 19:11,Grove St PATH,Van Vorst Park,24646,Subscriber,1,1964
9/22/15 19:08,9/22/15 19:16,Liberty Light Rail,City Hall,24490,Customer,0,
9/22/15 19:10,9/22/15 19:16,Exchange Place,Van Vorst Park,24576,Subscriber,1,1981
9/22/15 19:10,9/22/15 19:16,Newport PATH,Hamilton Park,24521,Subscriber,1,1981
9/22/15 19:11,9/22/15 19:15,Newark Ave,Warren St,24680,Subscriber,1,1988
9/22/15 19:11,9/22/15 19:17,Hilltop,Oakland Ave,24437,Subscriber,1,1986
9/22/15 19:12,9/22/15 19:17,Hilltop,Oakland Ave,24633,Customer,0,
9/22/15 19:19,9/22/15 19:23,Exchange Place,Essex Light Rail,24536,Subscriber,2,1984
9/22/15 19:20,9/23/15 11:04,Sip Ave,McGinley Square,24535,Subscriber,1,1985
9/22/15 19:23,9/22/15 19:33,Exchange Place,Liberty Light Rail,24452,Subscriber,1,1960
9/22/15 19:23,9/22/15 19:46,Essex Light Rail,Essex Light Rail,24695,Subscriber,1,1980
9/22/15 19:26,9/22/15 19:36,Sip Ave,Dey St,24526,Subscriber,2,1986
9/22/15 19:27,9/22/15 19:29,Grove St PATH,Newark Ave,24519,Subscriber,1,1977
9/22/15 19:27,9/22/15 19:42,Sip Ave,Pershing Field,24546,Subscriber,2,1990
9/22/15 19:29,9/22/15 19:40,Exchange Place,Hamilton Park,24669,Subscriber,2,1981
9/22/15 19:30,9/22/15 19:38,Newport PATH,Hamilton Park,24542,Subscriber,1,1991
9/22/15 19:32,9/22/15 19:37,Essex Light Rail,Grove St PATH,24710,Subscriber,1,1984
9/22/15 19:35,9/22/15 19:41,Exchange Place,Essex Light Rail,24610,Subscriber,2,1986
9/22/15 19:36,9/22/15 19:48,Sip Ave,Pershing Field,24517,Subscriber,1,1968
9/22/15 19:36,9/22/15 19:45,Hamilton Park,Sip Ave,24636,Subscriber,1,1975
9/22/15 19:38,9/22/15 19:40,City Hall,Van Vorst Park,24490,Subscriber,1,1985
9/22/15 19:38,9/22/15 19:47,Hamilton Park,Hamilton Park,24516,Subscriber,1,1979
9/22/15 19:41,9/22/15 19:49,Dey St,Sip Ave,24432,Subscriber,1,1960
9/22/15 19:41,9/22/15 19:50,Warren St,Essex Light Rail,24602,Subscriber,2,1989
9/22/15 19:47,9/22/15 19:56,Pershing Field,Pershing Field,24546,Subscriber,1,1980
9/22/15 19:48,9/22/15 20:01,Sip Ave,Pershing Field,24511,Subscriber,2,1971
9/22/15 19:49,9/22/15 19:58,Grove St PATH,Paulus Hook,24520,Subscriber,1,1979
9/22/15 19:49,9/22/15 19:52,Sip Ave,McGinley Square,24562,Subscriber,1,1981
9/22/15 19:49,9/22/15 20:05,Hamilton Park,Hamilton Park,24575,Subscriber,1,1979
9/22/15 19:49,9/22/15 20:04,Central Ave,McGinley Square,24569,Subscriber,1,1963
9/22/15 19:49,9/22/15 20:48,Pershing Field,Pershing Field,24517,Customer,0,
9/22/15 19:50,9/22/15 20:48,Pershing Field,Pershing Field,24453,Customer,0,
9/22/15 19:50,9/22/15 20:48,Pershing Field,Pershing Field,24592,Customer,0,
9/22/15 19:50,9/22/15 19:54,Exchange Place,City Hall,24409,Subscriber,1,1984
9/22/15 19:50,9/22/15 19:54,Grove St PATH,Warren St,24609,Subscriber,2,1989
9/22/15 19:52,9/22/15 19:58,Newport PATH,Hamilton Park,24650,Subscriber,1,1983
9/22/15 19:53,9/22/15 19:57,Hilltop,Christ Hospital,24528,Subscriber,1,1984
9/22/15 19:54,9/22/15 20:14,City Hall,Baldwin at Montgomery,24678,Customer,0,
9/22/15 19:54,9/22/15 20:14,City Hall,Baldwin at Montgomery,24409,Subscriber,2,1996
9/22/15 19:55,9/22/15 20:01,Sip Ave,Dey St,24432,Subscriber,1,1960
9/22/15 19:56,9/22/15 20:01,Sip Ave,Dey St,24553,Subscriber,2,1964
9/22/15 19:56,9/22/15 20:12,Grove St PATH,Baldwin at Montgomery,24591,Subscriber,2,1984
9/22/15 19:56,9/22/15 20:04,Van Vorst Park,Warren St,24716,Subscriber,1,1986
9/22/15 19:56,9/22/15 20:04,Van Vorst Park,Warren St,24597,Subscriber,2,1984
9/22/15 19:57,9/22/15 20:23,Exchange Place,Heights Elevator,24688,Subscriber,1,1951
9/22/15 19:58,9/22/15 20:16,Essex Light Rail,Exchange Place,24429,Subscriber,1,1973
9/22/15 20:03,9/22/15 20:29,Essex Light Rail,Essex Light Rail,24602,Subscriber,1,1980
9/22/15 20:03,9/22/15 20:06,Grove St PATH,Van Vorst Park,24618,Subscriber,1,1985
9/22/15 20:06,9/22/15 20:12,Grove St PATH,Brunswick St,24605,Subscriber,1,1984
9/22/15 20:08,9/22/15 20:32,Christ Hospital,Christ Hospital,24446,Customer,0,
9/22/15 20:12,9/22/15 20:22,Exchange Place,Brunswick St,24400,Customer,0,
9/22/15 20:14,9/22/15 20:41,Newport PATH,Pershing Field,24686,Subscriber,1,1983
9/22/15 20:15,9/22/15 20:23,Sip Ave,Lincoln Park,24560,Subscriber,2,1972
9/22/15 20:15,9/22/15 20:20,Grove St PATH,Essex Light Rail,24557,Subscriber,1,1973
9/22/15 20:20,9/22/15 20:27,Van Vorst Park,Hamilton Park,24647,Subscriber,2,1987
9/22/15 20:21,9/22/15 20:29,Grove St PATH,Essex Light Rail,24710,Subscriber,1,1979
9/22/15 20:21,9/22/15 20:27,Hamilton Park,City Hall,24650,Customer,0,
9/22/15 20:22,9/22/15 20:30,Newport PATH,Grove St PATH,24534,Subscriber,2,1983
9/22/15 20:24,9/22/15 20:27,Newark Ave,Hamilton Park,24500,Subscriber,1,1988
9/22/15 20:24,9/23/15 7:15,Hamilton Park,Hamilton Park,24542,Customer,0,
9/22/15 20:25,9/22/15 20:27,Grove St PATH,City Hall,24689,Subscriber,1,1980
9/22/15 20:25,9/22/15 20:40,JC Medical Center,Grove St PATH,24643,Subscriber,1,1985
9/22/15 20:26,9/22/15 20:33,City Hall,Hamilton Park,24513,Subscriber,1,1970
9/22/15 20:26,9/22/15 20:37,Sip Ave,Christ Hospital,24636,Subscriber,1,1972
9/22/15 20:27,9/22/15 20:29,Newark Ave,Brunswick St,24672,Subscriber,1,1980
9/22/15 20:35,9/22/15 20:38,Brunswick St,Newark Ave,24488,Customer,0,
9/22/15 20:35,9/22/15 20:45,Sip Ave,Central Ave,24715,Subscriber,2,1987
9/22/15 20:37,9/22/15 20:51,Grove St PATH,Hamilton Park,24598,Subscriber,1,1980
9/22/15 20:38,9/22/15 20:45,Grove St PATH,Essex Light Rail,24534,Subscriber,1,1976
9/22/15 20:39,9/22/15 20:44,Van Vorst Park,Van Vorst Park,24387,Subscriber,1,1974
9/22/15 20:43,9/22/15 20:46,Newark Ave,Brunswick St,24497,Customer,0,
9/22/15 20:44,9/22/15 20:56,City Hall,City Hall,24607,Subscriber,1,1989
9/22/15 20:45,9/22/15 20:49,Exchange Place,City Hall,24429,Subscriber,1,1970
9/22/15 20:45,9/22/15 20:51,Grove St PATH,Essex Light Rail,24643,Subscriber,1,1984
9/22/15 20:45,9/22/15 20:56,City Hall,City Hall,24435,Customer,0,
9/22/15 20:47,9/22/15 20:51,City Hall,JC Medical Center,24617,Subscriber,1,1989
9/22/15 20:47,9/22/15 20:51,City Hall,JC Medical Center,24624,Subscriber,1,1986
9/22/15 20:57,9/22/15 21:02,Hamilton Park,Newark Ave,24575,Subscriber,1,1991
9/22/15 20:57,9/22/15 21:02,Hamilton Park,Newark Ave,24598,Subscriber,2,1991
9/22/15 20:59,9/22/15 21:06,City Hall,Essex Light Rail,24523,Subscriber,1,1980
9/22/15 20:59,9/22/15 21:06,City Hall,Exchange Place,24482,Subscriber,2,1985
9/22/15 20:59,9/22/15 21:05,City Hall,Exchange Place,24476,Subscriber,1,1984
9/22/15 21:00,9/22/15 21:19,Lincoln Park,Lincoln Park,24529,Customer,0,
9/22/15 21:01,9/22/15 21:09,City Hall,Hamilton Park,24689,Subscriber,2,1982
9/22/15 21:01,9/22/15 21:09,City Hall,Hamilton Park,24429,Subscriber,1,1982
9/22/15 21:02,9/22/15 21:05,Newport Pkwy,Newport Pkwy,24504,Subscriber,1,1981
9/22/15 21:04,9/22/15 21:10,Hamilton Park,Hamilton Park,24516,Subscriber,1,1991
9/22/15 21:18,9/22/15 21:31,McGinley Square,Warren St,24399,Subscriber,1,1972
9/22/15 21:22,9/22/15 21:25,Newark Ave,JC Medical Center,24431,Subscriber,1,1974
9/22/15 21:26,9/22/15 21:36,Sip Ave,City Hall,24565,Subscriber,1,1983
9/22/15 21:28,9/22/15 21:30,Newark Ave,Brunswick St,24598,Subscriber,1,1983
9/22/15 21:28,9/22/15 21:39,Hamilton Park,Newark Ave,24521,Subscriber,1,1968
9/22/15 21:37,9/22/15 21:41,Exchange Place,Warren St,24530,Subscriber,1,1989
9/22/15 21:38,9/22/15 22:06,Newark Ave,Exchange Place,24491,Subscriber,1,1991
9/22/15 21:38,9/22/15 22:06,Newark Ave,Exchange Place,24488,Subscriber,2,1991
9/22/15 21:39,9/22/15 21:48,Exchange Place,Newark Ave,24476,Subscriber,1,1984
9/22/15 21:39,9/22/15 21:48,Exchange Place,Newark Ave,24482,Subscriber,2,1985
9/22/15 21:43,9/22/15 21:45,Newport PATH,Newport Pkwy,24503,Subscriber,1,1985
9/22/15 21:46,9/22/15 21:55,Newark Ave,Newark Ave,24521,Subscriber,1,1970
9/22/15 21:47,9/22/15 21:53,Exchange Place,JC Medical Center,24652,Subscriber,1,1985
9/22/15 21:50,9/22/15 21:54,Exchange Place,Essex Light Rail,24664,Subscriber,2,1984
9/22/15 21:50,9/22/15 22:13,Brunswick St,Brunswick St,24598,Subscriber,1,1984
9/22/15 21:52,9/22/15 22:02,Sip Ave,Lincoln Park,24599,Customer,0,
9/22/15 21:58,9/22/15 22:00,McGinley Square,Sip Ave,24569,Subscriber,1,1983
9/22/15 22:02,9/22/15 22:08,Heights Elevator,Heights Elevator,24587,Customer,0,
9/22/15 22:03,9/22/15 22:15,Exchange Place,Garfield Ave Station,24659,Subscriber,1,1989
9/22/15 22:05,9/22/15 22:26,Lincoln Park,Lincoln Park,24529,Customer,0,
9/22/15 22:07,9/22/15 22:11,Warren St,City Hall,24621,Subscriber,1,1990
9/22/15 22:10,9/22/15 22:13,Sip Ave,McGinley Square,24722,Subscriber,2,1989
9/22/15 22:11,9/22/15 22:15,Sip Ave,Baldwin at Montgomery,24498,Customer,0,
9/22/15 22:11,9/22/15 22:13,Newport Pkwy,Newport PATH,24503,Subscriber,1,1991
9/22/15 22:16,9/22/15 22:24,Grove St PATH,Essex Light Rail,24653,Subscriber,2,1982
9/22/15 22:22,9/22/15 22:29,Sip Ave,Oakland Ave,24685,Subscriber,1,1984
9/22/15 22:23,9/22/15 22:40,Exchange Place,Hamilton Park,24488,Subscriber,2,1991
9/22/15 22:23,9/22/15 22:41,Exchange Place,Hamilton Park,24491,Subscriber,1,1991
9/22/15 22:26,9/22/15 22:30,Grove St PATH,Van Vorst Park,24651,Subscriber,1,1976
9/22/15 22:28,9/22/15 22:32,Grove St PATH,Van Vorst Park,24648,Subscriber,2,1970
9/22/15 22:32,9/22/15 22:34,Newark Ave,Brunswick St,24476,Subscriber,1,1980
9/22/15 22:34,9/22/15 22:46,Hamilton Park,Newport Pkwy,24547,Subscriber,1,1988
9/22/15 22:39,9/22/15 22:45,Exchange Place,Newark Ave,24668,Subscriber,1,1981
9/22/15 22:39,9/22/15 23:03,Newport PATH,Heights Elevator,24503,Customer,0,
9/22/15 22:44,9/22/15 22:47,JC Medical Center,Grove St PATH,24431,Subscriber,1,1980
9/22/15 22:46,9/22/15 22:48,Newport PATH,Newport Pkwy,24561,Subscriber,2,1991
9/22/15 22:48,9/22/15 23:02,Sip Ave,Exchange Place,24525,Customer,0,
9/22/15 22:59,9/22/15 23:05,Newport PATH,Hamilton Park,24571,Subscriber,1,1970
9/22/15 23:23,9/22/15 23:27,Sip Ave,Dey St,24569,Subscriber,1,1972
9/22/15 23:24,9/23/15 6:35,Warren St,Grove St PATH,24609,Subscriber,1,1986
9/22/15 23:24,9/22/15 23:36,Warren St,Warren St,24530,Subscriber,2,1984
9/22/15 23:30,9/22/15 23:41,Grove St PATH,Van Vorst Park,24431,Subscriber,1,1979
9/22/15 23:34,9/22/15 23:50,Newport Pkwy,Newport Pkwy,24547,Subscriber,1,1985
9/22/15 23:38,9/22/15 23:41,Grove St PATH,Van Vorst Park,24656,Subscriber,2,1982
9/22/15 23:48,9/22/15 23:55,Warren St,Van Vorst Park,24530,Subscriber,2,1984
9/23/15 1:08,9/23/15 1:16,Grove St PATH,Hamilton Park,24422,Subscriber,1,1971
9/23/15 1:09,9/23/15 1:11,Grove St PATH,Van Vorst Park,24679,Subscriber,1,1982
9/23/15 1:41,9/23/15 1:54,Van Vorst Park,Sip Ave,24648,Customer,0,
9/23/15 1:47,9/23/15 2:12,McGinley Square,McGinley Square,18245,Customer,0,
9/23/15 2:26,9/23/15 2:38,Sip Ave,Pershing Field,24648,Subscriber,1,1960
9/23/15 3:32,9/23/15 3:33,City Hall,Van Vorst Park,24607,Subscriber,1,1985
9/23/15 4:00,9/23/15 4:03,McGinley Square,Sip Ave,24701,Subscriber,1,1987
9/23/15 4:11,9/23/15 4:15,Sip Ave,McGinley Square,24582,Subscriber,1,1987
9/23/15 5:34,9/23/15 5:37,McGinley Square,Sip Ave,24555,Subscriber,1,1981
9/23/15 5:49,9/23/15 6:01,Oakland Ave,City Hall,24495,Subscriber,2,1984
9/23/15 6:07,9/23/15 6:16,Liberty Light Rail,Exchange Place,24452,Subscriber,1,1960
9/23/15 6:07,9/23/15 6:13,Dey St,Sip Ave,24510,Subscriber,1,1968
9/23/15 6:16,9/23/15 6:28,West Side Light Rail,Sip Ave,24604,Subscriber,1,1988
9/23/15 6:18,9/23/15 6:33,Essex Light Rail,Liberty Light Rail,24643,Subscriber,2,1989
9/23/15 6:26,9/23/15 6:28,City Hall,Grove St PATH,24621,Subscriber,1,1986
9/23/15 6:27,9/23/15 6:29,Van Vorst Park,Grove St PATH,24607,Subscriber,1,1964
9/23/15 6:27,9/23/15 6:33,Newark Ave,Exchange Place,24668,Subscriber,1,1991
9/23/15 6:30,9/23/15 6:46,Riverview Park,Exchange Place,24389,Subscriber,1,1976
9/23/15 6:44,9/23/15 6:45,City Hall,Grove St PATH,24485,Subscriber,1,1985
9/23/15 6:49,9/23/15 7:03,Brunswick St,Paulus Hook,24476,Subscriber,2,1983
9/23/15 6:51,9/23/15 6:57,Hamilton Park,Grove St PATH,24669,Subscriber,1,1969
9/23/15 6:57,9/23/15 7:04,Hamilton Park,Newport PATH,24429,Subscriber,2,1984
9/23/15 6:58,9/23/15 9:48,Newport Pkwy,Newport PATH,24547,Customer,0,
9/23/15 6:58,9/23/15 7:05,Warren St,Paulus Hook,24680,Subscriber,1,1986
9/23/15 7:00,9/23/15 7:07,Dey St,Sip Ave,24438,Subscriber,2,1986
9/23/15 7:05,9/23/15 7:10,Brunswick St,Grove St PATH,24559,Subscriber,1,1983
9/23/15 7:07,9/23/15 7:10,Warren St,Grove St PATH,24399,Subscriber,1,1981
9/23/15 7:08,9/23/15 7:12,Christ Hospital,Hilltop,24446,Subscriber,1,1984
9/23/15 7:08,9/23/15 7:15,Brunswick St,Hamilton Park,24441,Subscriber,1,1980
9/23/15 7:11,9/23/15 7:16,Sip Ave,Dey St,24701,Subscriber,1,1968
9/23/15 7:18,9/23/15 7:25,Warren St,Paulus Hook,24597,Subscriber,1,1982
9/23/15 7:22,9/23/15 7:26,Van Vorst Park,Grove St PATH,24651,Subscriber,2,1975
9/23/15 7:26,9/23/15 7:35,Oakland Ave,Newark Ave,24685,Subscriber,1,1989
9/23/15 7:34,9/23/15 7:38,Hamilton Park,Grove St PATH,24422,Subscriber,1,1975
9/23/15 7:34,9/23/15 7:45,Liberty Light Rail,Grove St PATH,24442,Subscriber,1,1977
9/23/15 7:36,9/23/15 7:50,Pershing Field,Exchange Place,24686,Subscriber,1,1976
9/23/15 7:40,9/23/15 7:54,Christ Hospital,Sip Ave,24496,Subscriber,1,1990
9/23/15 7:40,9/23/15 7:42,Newport Pkwy,Newport PATH,24561,Subscriber,1,1976
9/23/15 7:42,9/23/15 7:54,Hamilton Park,Exchange Place,24488,Subscriber,2,1987
9/23/15 7:45,9/23/15 7:50,City Hall,Exchange Place,24565,Subscriber,2,1983
9/23/15 7:48,9/23/15 7:53,Dey St,Sip Ave,24701,Subscriber,1,1973
9/23/15 7:49,9/23/15 7:55,Hamilton Park,Newport PATH,24689,Customer,0,
9/23/15 7:49,9/23/15 7:56,Oakland Ave,Hilltop,24642,Subscriber,1,1985
9/23/15 7:50,9/23/15 7:55,Hamilton Park,Newport PATH,24542,Subscriber,1,1985
9/23/15 7:52,9/23/15 7:56,Newport PATH,Hamilton Park,24561,Subscriber,1,1980
9/23/15 7:53,9/23/15 8:01,Hamilton Park,Newport PATH,24516,Subscriber,1,1977
9/23/15 7:53,9/23/15 8:03,City Hall,Newport Pkwy,24495,Subscriber,1,1990
9/23/15 7:53,9/23/15 8:10,North St,Hilltop,24720,Subscriber,2,1957
9/23/15 7:55,9/23/15 8:00,Grove St PATH,Paulus Hook,24669,Customer,0,
9/23/15 7:55,9/23/15 8:09,Hilltop,Exchange Place,24486,Subscriber,2,1954
9/23/15 7:57,9/23/15 8:01,McGinley Square,Sip Ave,24722,Subscriber,1,1977
9/23/15 7:57,9/23/15 8:09,Pershing Field,Sip Ave,24637,Subscriber,2,1971
9/23/15 7:57,9/23/15 8:03,Brunswick St,Warren St,24705,Subscriber,1,1989
9/23/15 7:59,9/23/15 8:05,Brunswick St,Grove St PATH,24400,Subscriber,1,1982
9/23/15 8:00,9/23/15 8:05,McGinley Square,Sip Ave,24562,Subscriber,1,1970
9/23/15 8:02,9/23/15 8:11,Central Ave,Sip Ave,24494,Subscriber,2,1987
9/23/15 8:03,9/23/15 8:34,Exchange Place,Newport Pkwy,24525,Customer,0,
9/23/15 8:03,9/23/15 8:09,Van Vorst Park,Exchange Place,24618,Subscriber,1,1981
9/23/15 8:04,9/23/15 8:10,Hamilton Park,Grove St PATH,24513,Subscriber,2,1981
9/23/15 8:04,9/23/15 8:09,Oakland Ave,Hilltop,24458,Subscriber,2,1978
9/23/15 8:08,9/23/15 8:20,Christ Hospital,Sip Ave,24377,Subscriber,1,1979
9/23/15 8:09,9/23/15 8:22,Dey St,Paulus Hook,24436,Subscriber,1,1972
9/23/15 8:10,9/23/15 8:14,Warren St,Paulus Hook,24705,Subscriber,1,1975
9/23/15 8:11,9/23/15 8:19,Hamilton Park,Warren St,24571,Subscriber,1,1974
9/23/15 8:13,9/23/15 8:17,JC Medical Center,Grove St PATH,24532,Subscriber,1,1989
9/23/15 8:14,9/23/15 8:34,Oakland Ave,Exchange Place,24596,Subscriber,1,1981
9/23/15 8:15,9/23/15 8:26,Hamilton Park,Exchange Place,24491,Subscriber,1,1983
9/23/15 8:17,9/23/15 8:22,Brunswick St,Grove St PATH,24391,Subscriber,1,1981
9/23/15 8:19,9/23/15 8:26,Van Vorst Park,Exchange Place,24431,Subscriber,2,1988
9/23/15 8:20,9/23/15 8:26,Van Vorst Park,Exchange Place,24530,Subscriber,1,1983
9/23/15 8:20,9/23/15 8:25,Essex Light Rail,Grove St PATH,24610,Subscriber,1,1973
9/23/15 8:20,9/23/15 8:30,Baldwin at Montgomery,Grove St PATH,24629,Subscriber,1,1975
9/23/15 8:20,9/23/15 8:24,JC Medical Center,Grove St PATH,24641,Subscriber,1,1980
9/23/15 8:20,9/23/15 8:42,Oakland Ave,Exchange Place,24590,Subscriber,1,1989
9/23/15 8:20,9/23/15 8:23,Van Vorst Park,Grove St PATH,24393,Subscriber,1,1985
9/23/15 8:21,9/23/15 8:34,Grove St PATH,Newport PATH,24422,Subscriber,1,1952
9/23/15 8:21,9/23/15 8:24,Essex Light Rail,Exchange Place,24695,Subscriber,2,1985
9/23/15 8:22,9/23/15 8:29,Exchange Place,Newport PATH,24668,Subscriber,1,1963
9/23/15 8:22,9/23/15 8:31,Liberty Light Rail,Exchange Place,24481,Subscriber,1,1968
9/23/15 8:22,9/23/15 8:25,Newark Ave,Grove St PATH,24685,Subscriber,1,1988
9/23/15 8:23,9/23/15 8:34,Lincoln Park,Sip Ave,24529,Customer,0,
9/23/15 8:25,9/23/15 8:35,Hamilton Park,Paulus Hook,24561,Subscriber,1,1982
9/23/15 8:25,9/23/15 8:50,Pershing Field,Exchange Place,24592,Subscriber,1,1973
9/23/15 8:26,9/23/15 8:33,Brunswick St,Grove St PATH,24670,Subscriber,2,1976
9/23/15 8:26,9/23/15 8:28,Exchange Place,Paulus Hook,24686,Subscriber,2,1963
9/23/15 8:27,9/23/15 8:32,Brunswick St,Grove St PATH,24706,Subscriber,1,1988
9/23/15 8:30,9/23/15 8:40,Van Vorst Park,Paulus Hook,24492,Subscriber,2,1980
9/23/15 8:30,9/23/15 8:36,Brunswick St,Grove St PATH,24443,Subscriber,1,1984
9/23/15 8:31,9/23/15 8:35,McGinley Square,Sip Ave,24522,Subscriber,1,1972
9/23/15 8:32,9/23/15 8:40,Grove St PATH,JC Medical Center,24609,Subscriber,2,1967
9/23/15 8:32,9/23/15 8:51,Hilltop,Exchange Place,24574,Subscriber,2,1988
9/23/15 8:33,9/23/15 8:41,Newark Ave,Exchange Place,24482,Subscriber,2,1986
9/23/15 8:33,9/23/15 8:38,Hamilton Park,Newark Ave,24441,Subscriber,1,1968
9/23/15 8:33,9/23/15 8:37,Brunswick St,Grove St PATH,24625,Subscriber,1,1980
9/23/15 8:34,9/23/15 8:43,Paulus Hook,Newport Pkwy,24505,Subscriber,1,1965
9/23/15 8:34,9/23/15 8:59,City Hall,City Hall,24534,Subscriber,1,1979
9/23/15 8:34,9/23/15 8:44,Oakland Ave,Sip Ave,24644,Subscriber,2,1990
9/23/15 8:35,9/23/15 8:39,Grove St PATH,Exchange Place,24670,Subscriber,1,1979
9/23/15 8:36,9/23/15 8:56,Pershing Field,Exchange Place,24517,Customer,0,
9/23/15 8:37,9/23/15 8:46,Newport Pkwy,Exchange Place,24525,Customer,0,
9/23/15 8:37,9/23/15 8:45,Hamilton Park,Newport Pkwy,24647,Subscriber,2,1977
9/23/15 8:38,9/23/15 8:40,Essex Light Rail,Exchange Place,24632,Subscriber,1,1983
9/23/15 8:38,9/23/15 8:47,Newport Pkwy,Exchange Place,24655,Subscriber,1,1985
9/23/15 8:38,9/23/15 8:39,Riverview Park,Riverview Park,24524,Subscriber,1,1956
9/23/15 8:39,9/23/15 8:53,Heights Elevator,Hilltop,24503,Customer,0,
9/23/15 8:40,9/23/15 8:50,Riverview Park,North St,24456,Subscriber,1,1956
9/23/15 8:40,9/23/15 8:56,Hamilton Park,Grove St PATH,24434,Subscriber,1,1960
9/23/15 8:42,9/23/15 8:45,Brunswick St,Newark Ave,24605,Subscriber,1,1978
9/23/15 8:42,9/23/15 8:47,Brunswick St,Grove St PATH,24497,Subscriber,1,1971
9/23/15 8:45,9/23/15 8:49,Newport PATH,Warren St,24422,Subscriber,0,1968
9/23/15 8:46,9/23/15 8:51,Brunswick St,Grove St PATH,24696,Subscriber,1,1986
